device_id,sensor_id,reading_timestamp,reading_value,battery_level,signal_strength
2,1,2026-04-17 21:16:51.765854,64.01,94.51,99.74
2,2,2026-04-17 21:16:51.765854,54.84,94.51,99.74
2,3,2026-04-17 21:16:51.765854,4.9,94.51,99.74
2,4,2026-04-17 21:16:51.765854,74.11,94.51,99.74
2,1,2026-04-17 22:16:51.765854,63.05,73.29,90.27
2,2,2026-04-17 22:16:51.765854,51.27,73.29,90.27
2,3,2026-04-17 22:16:51.765854,4.19,73.29,90.27
2,4,2026-04-17 22:16:51.765854,64.59,73.29,90.27
2,1,2026-04-17 23:16:51.765854,29.75,69.42,86.11
2,2,2026-04-17 23:16:51.765854,68.83,69.42,86.11
2,3,2026-04-17 23:16:51.765854,1.96,69.42,86.11
2,4,2026-04-17 23:16:51.765854,75.8,69.42,86.11
2,1,2026-04-18 00:16:51.765854,60.53,81.7,89.71
2,2,2026-04-18 00:16:51.765854,63.44,81.7,89.71
2,3,2026-04-18 00:16:51.765854,3.63,81.7,89.71
2,4,2026-04-18 00:16:51.765854,39.06,81.7,89.71
2,1,2026-04-18 01:16:51.765854,65.56,70.68,86.11
2,2,2026-04-18 01:16:51.765854,50.67,70.68,86.11
2,3,2026-04-18 01:16:51.765854,3.31,70.68,86.11
2,4,2026-04-18 01:16:51.765854,23.23,70.68,86.11
2,1,2026-04-18 02:16:51.765854,11.43,99.37,75.84
2,2,2026-04-18 02:16:51.765854,61.51,99.37,75.84
2,3,2026-04-18 02:16:51.765854,3.76,99.37,75.84
2,4,2026-04-18 02:16:51.765854,42.96,99.37,75.84
2,1,2026-04-18 03:16:51.765854,27.77,60.86,90.66
2,2,2026-04-18 03:16:51.765854,44.49,60.86,90.66
2,3,2026-04-18 03:16:51.765854,3.52,60.86,90.66
2,4,2026-04-18 03:16:51.765854,78.87,60.86,90.66
2,1,2026-04-18 04:16:51.765854,53.08,79.92,91.28
2,2,2026-04-18 04:16:51.765854,57.83,79.92,91.28
2,3,2026-04-18 04:16:51.765854,0.43,79.92,91.28
2,4,2026-04-18 04:16:51.765854,36.64,79.92,91.28
2,1,2026-04-18 05:16:51.765854,41.93,80.7,84.92
2,2,2026-04-18 05:16:51.765854,34.04,80.7,84.92
2,3,2026-04-18 05:16:51.765854,4.24,80.7,84.92
2,4,2026-04-18 05:16:51.765854,107.87,80.7,84.92
2,1,2026-04-18 06:16:51.765854,62.56,68.49,84.99
2,2,2026-04-18 06:16:51.765854,45.5,68.49,84.99
2,3,2026-04-18 06:16:51.765854,1.63,68.49,84.99
2,4,2026-04-18 06:16:51.765854,98.17,68.49,84.99
2,1,2026-04-18 07:16:51.765854,52.57,79.21,93.91
2,2,2026-04-18 07:16:51.765854,19.65,79.21,93.91
2,3,2026-04-18 07:16:51.765854,3.28,79.21,93.91
2,4,2026-04-18 07:16:51.765854,37.76,79.21,93.91
2,1,2026-04-18 08:16:51.765854,30.78,95.21,90.0
2,2,2026-04-18 08:16:51.765854,65.84,95.21,90.0
2,3,2026-04-18 08:16:51.765854,1.94,95.21,90.0
2,4,2026-04-18 08:16:51.765854,119.1,95.21,90.0
2,1,2026-04-18 09:16:51.765854,32.32,95.79,99.56
2,2,2026-04-18 09:16:51.765854,66.48,95.79,99.56
2,3,2026-04-18 09:16:51.765854,13.33,95.79,99.56
2,4,2026-04-18 09:16:51.765854,52.17,95.79,99.56
2,1,2026-04-18 10:16:51.765854,51.54,96.05,86.75
2,2,2026-04-18 10:16:51.765854,42.53,96.05,86.75
2,3,2026-04-18 10:16:51.765854,2.84,96.05,86.75
2,4,2026-04-18 10:16:51.765854,84.82,96.05,86.75
2,1,2026-04-18 11:16:51.765854,40.48,67.58,99.8
2,2,2026-04-18 11:16:51.765854,32.93,67.58,99.8
2,3,2026-04-18 11:16:51.765854,4.58,67.58,99.8
2,4,2026-04-18 11:16:51.765854,45.42,67.58,99.8
2,1,2026-04-18 12:16:51.765854,55.92,64.39,82.71
2,2,2026-04-18 12:16:51.765854,30.12,64.39,82.71
2,3,2026-04-18 12:16:51.765854,3.46,64.39,82.71
2,4,2026-04-18 12:16:51.765854,62.89,64.39,82.71
2,1,2026-04-18 13:16:51.765854,64.48,61.48,85.32
2,2,2026-04-18 13:16:51.765854,52.31,61.48,85.32
2,3,2026-04-18 13:16:51.765854,1.22,61.48,85.32
2,4,2026-04-18 13:16:51.765854,80.68,61.48,85.32
2,1,2026-04-18 14:16:51.765854,34.9,99.88,77.84
2,2,2026-04-18 14:16:51.765854,69.99,99.88,77.84
2,3,2026-04-18 14:16:51.765854,4.5,99.88,77.84
2,4,2026-04-18 14:16:51.765854,94.88,99.88,77.84
2,1,2026-04-18 15:16:51.765854,41.18,70.73,74.83
2,2,2026-04-18 15:16:51.765854,39.5,70.73,74.83
2,3,2026-04-18 15:16:51.765854,3.32,70.73,74.83
2,4,2026-04-18 15:16:51.765854,15.58,70.73,74.83
2,1,2026-04-18 16:16:51.765854,42.29,73.63,97.38
2,2,2026-04-18 16:16:51.765854,64.04,73.63,97.38
2,3,2026-04-18 16:16:51.765854,0.85,73.63,97.38
2,4,2026-04-18 16:16:51.765854,47.93,73.63,97.38
2,1,2026-04-18 17:16:51.765854,47.34,73.13,93.96
2,2,2026-04-18 17:16:51.765854,64.06,73.13,93.96
2,3,2026-04-18 17:16:51.765854,0.49,73.13,93.96
2,4,2026-04-18 17:16:51.765854,69.65,73.13,93.96
2,1,2026-04-18 18:16:51.765854,29.79,81.43,81.55
2,2,2026-04-18 18:16:51.765854,50.66,81.43,81.55
2,3,2026-04-18 18:16:51.765854,3.89,81.43,81.55
2,4,2026-04-18 18:16:51.765854,83.67,81.43,81.55
2,1,2026-04-18 19:16:51.765854,47.98,66.53,84.08
2,2,2026-04-18 19:16:51.765854,59.04,66.53,84.08
2,3,2026-04-18 19:16:51.765854,0.87,66.53,84.08
2,4,2026-04-18 19:16:51.765854,69.06,66.53,84.08
2,1,2026-04-18 20:16:51.765854,55.7,61.98,70.55
2,2,2026-04-18 20:16:51.765854,68.38,61.98,70.55
2,3,2026-04-18 20:16:51.765854,4.27,61.98,70.55
2,4,2026-04-18 20:16:51.765854,127.68,61.98,70.55
2,1,2026-04-18 21:16:51.765854,56.47,64.01,99.4
2,2,2026-04-18 21:16:51.765854,44.07,64.01,99.4
2,3,2026-04-18 21:16:51.765854,4.62,64.01,99.4
2,4,2026-04-18 21:16:51.765854,105.47,64.01,99.4
2,1,2026-04-18 22:16:51.765854,50.13,73.3,85.21
2,2,2026-04-18 22:16:51.765854,43.58,73.3,85.21
2,3,2026-04-18 22:16:51.765854,3.19,73.3,85.21
2,4,2026-04-18 22:16:51.765854,87.21,73.3,85.21
2,1,2026-04-18 23:16:51.765854,70.24,81.03,71.99
2,2,2026-04-18 23:16:51.765854,48.21,81.03,71.99
2,3,2026-04-18 23:16:51.765854,4.01,81.03,71.99
2,4,2026-04-18 23:16:51.765854,81.65,81.03,71.99
2,1,2026-04-19 00:16:51.765854,27.29,70.42,95.82
2,2,2026-04-19 00:16:51.765854,34.87,70.42,95.82
2,3,2026-04-19 00:16:51.765854,1.9,70.42,95.82
2,4,2026-04-19 00:16:51.765854,109.43,70.42,95.82
2,1,2026-04-19 01:16:51.765854,54.79,81.9,73.1
2,2,2026-04-19 01:16:51.765854,64.41,81.9,73.1
2,3,2026-04-19 01:16:51.765854,1.0,81.9,73.1
2,4,2026-04-19 01:16:51.765854,65.53,81.9,73.1
2,1,2026-04-19 02:16:51.765854,34.05,93.98,75.99
2,2,2026-04-19 02:16:51.765854,42.76,93.98,75.99
2,3,2026-04-19 02:16:51.765854,2.17,93.98,75.99
2,4,2026-04-19 02:16:51.765854,114.4,93.98,75.99
2,1,2026-04-19 03:16:51.765854,22.07,90.93,83.21
2,2,2026-04-19 03:16:51.765854,30.06,90.93,83.21
2,3,2026-04-19 03:16:51.765854,4.54,90.93,83.21
2,4,2026-04-19 03:16:51.765854,48.25,90.93,83.21
2,1,2026-04-19 04:16:51.765854,38.39,98.12,99.68
2,2,2026-04-19 04:16:51.765854,50.8,98.12,99.68
2,3,2026-04-19 04:16:51.765854,0.5,98.12,99.68
2,4,2026-04-19 04:16:51.765854,90.24,98.12,99.68
2,1,2026-04-19 05:16:51.765854,49.05,89.49,95.61
2,2,2026-04-19 05:16:51.765854,44.14,89.49,95.61
2,3,2026-04-19 05:16:51.765854,4.65,89.49,95.61
2,4,2026-04-19 05:16:51.765854,58.41,89.49,95.61
2,1,2026-04-19 06:16:51.765854,28.7,66.51,78.99
2,2,2026-04-19 06:16:51.765854,55.2,66.51,78.99
2,3,2026-04-19 06:16:51.765854,1.48,66.51,78.99
2,4,2026-04-19 06:16:51.765854,51.86,66.51,78.99
2,1,2026-04-19 07:16:51.765854,35.13,87.65,84.0
2,2,2026-04-19 07:16:51.765854,18.88,87.65,84.0
2,3,2026-04-19 07:16:51.765854,3.36,87.65,84.0
2,4,2026-04-19 07:16:51.765854,116.74,87.65,84.0
2,1,2026-04-19 08:16:51.765854,68.15,73.57,72.19
2,2,2026-04-19 08:16:51.765854,33.64,73.57,72.19
2,3,2026-04-19 08:16:51.765854,0.06,73.57,72.19
2,4,2026-04-19 08:16:51.765854,84.39,73.57,72.19
2,1,2026-04-19 09:16:51.765854,69.65,71.15,87.4
2,2,2026-04-19 09:16:51.765854,30.58,71.15,87.4
2,3,2026-04-19 09:16:51.765854,0.71,71.15,87.4
2,4,2026-04-19 09:16:51.765854,54.45,71.15,87.4
2,1,2026-04-19 10:16:51.765854,66.2,99.42,90.75
2,2,2026-04-19 10:16:51.765854,82.5,99.42,90.75
2,3,2026-04-19 10:16:51.765854,1.49,99.42,90.75
2,4,2026-04-19 10:16:51.765854,68.66,99.42,90.75
2,1,2026-04-19 11:16:51.765854,79.05,95.97,90.12
2,2,2026-04-19 11:16:51.765854,49.61,95.97,90.12
2,3,2026-04-19 11:16:51.765854,4.58,95.97,90.12
2,4,2026-04-19 11:16:51.765854,83.29,95.97,90.12
2,1,2026-04-19 12:16:51.765854,34.23,96.75,92.86
2,2,2026-04-19 12:16:51.765854,63.37,96.75,92.86
2,3,2026-04-19 12:16:51.765854,1.45,96.75,92.86
2,4,2026-04-19 12:16:51.765854,43.35,96.75,92.86
2,1,2026-04-19 13:16:51.765854,38.68,73.96,98.81
2,2,2026-04-19 13:16:51.765854,30.8,73.96,98.81
2,3,2026-04-19 13:16:51.765854,-9.52,73.96,98.81
2,4,2026-04-19 13:16:51.765854,43.2,73.96,98.81
2,1,2026-04-19 14:16:51.765854,68.19,98.78,83.64
2,2,2026-04-19 14:16:51.765854,66.17,98.78,83.64
2,3,2026-04-19 14:16:51.765854,3.57,98.78,83.64
2,4,2026-04-19 14:16:51.765854,49.42,98.78,83.64
2,1,2026-04-19 15:16:51.765854,22.9,73.95,86.22
2,2,2026-04-19 15:16:51.765854,65.26,73.95,86.22
2,3,2026-04-19 15:16:51.765854,2.81,73.95,86.22
2,4,2026-04-19 15:16:51.765854,103.5,73.95,86.22
2,1,2026-04-19 16:16:51.765854,23.39,81.52,80.24
2,2,2026-04-19 16:16:51.765854,39.33,81.52,80.24
2,3,2026-04-19 16:16:51.765854,0.13,81.52,80.24
2,4,2026-04-19 16:16:51.765854,65.62,81.52,80.24
2,1,2026-04-19 17:16:51.765854,51.29,71.02,99.38
2,2,2026-04-19 17:16:51.765854,41.42,71.02,99.38
2,3,2026-04-19 17:16:51.765854,3.66,71.02,99.38
2,4,2026-04-19 17:16:51.765854,55.26,71.02,99.38
2,1,2026-04-19 18:16:51.765854,66.35,70.76,91.93
2,2,2026-04-19 18:16:51.765854,30.87,70.76,91.93
2,3,2026-04-19 18:16:51.765854,0.33,70.76,91.93
2,4,2026-04-19 18:16:51.765854,91.67,70.76,91.93
2,1,2026-04-19 19:16:51.765854,31.67,66.87,79.81
2,2,2026-04-19 19:16:51.765854,69.55,66.87,79.81
2,3,2026-04-19 19:16:51.765854,4.99,66.87,79.81
2,4,2026-04-19 19:16:51.765854,34.7,66.87,79.81
2,1,2026-04-19 20:16:51.765854,7.95,95.7,82.2
2,2,2026-04-19 20:16:51.765854,52.51,95.7,82.2
2,3,2026-04-19 20:16:51.765854,3.67,95.7,82.2
2,4,2026-04-19 20:16:51.765854,30.7,95.7,82.2
2,1,2026-04-19 21:16:51.765854,30.88,88.84,96.39
2,2,2026-04-19 21:16:51.765854,55.94,88.84,96.39
2,3,2026-04-19 21:16:51.765854,2.17,88.84,96.39
2,4,2026-04-19 21:16:51.765854,73.86,88.84,96.39
2,1,2026-04-19 22:16:51.765854,37.25,69.61,95.35
2,2,2026-04-19 22:16:51.765854,61.95,69.61,95.35
2,3,2026-04-19 22:16:51.765854,4.78,69.61,95.35
2,4,2026-04-19 22:16:51.765854,61.15,69.61,95.35
2,1,2026-04-19 23:16:51.765854,35.99,63.96,83.41
2,2,2026-04-19 23:16:51.765854,36.59,63.96,83.41
2,3,2026-04-19 23:16:51.765854,2.13,63.96,83.41
2,4,2026-04-19 23:16:51.765854,65.54,63.96,83.41
2,1,2026-04-20 00:16:51.765854,49.13,73.58,89.99
2,2,2026-04-20 00:16:51.765854,35.75,73.58,89.99
2,3,2026-04-20 00:16:51.765854,0.01,73.58,89.99
2,4,2026-04-20 00:16:51.765854,115.63,73.58,89.99
2,1,2026-04-20 01:16:51.765854,79.35,65.35,76.64
2,2,2026-04-20 01:16:51.765854,58.82,65.35,76.64
2,3,2026-04-20 01:16:51.765854,3.2,65.35,76.64
2,4,2026-04-20 01:16:51.765854,59.43,65.35,76.64
2,1,2026-04-20 02:16:51.765854,78.32,87.05,74.12
2,2,2026-04-20 02:16:51.765854,15.05,87.05,74.12
2,3,2026-04-20 02:16:51.765854,4.41,87.05,74.12
2,4,2026-04-20 02:16:51.765854,43.04,87.05,74.12
2,1,2026-04-20 03:16:51.765854,20.54,99.05,86.04
2,2,2026-04-20 03:16:51.765854,19.22,99.05,86.04
2,3,2026-04-20 03:16:51.765854,0.6,99.05,86.04
2,4,2026-04-20 03:16:51.765854,97.09,99.05,86.04
2,1,2026-04-20 04:16:51.765854,91.91,73.44,88.07
2,2,2026-04-20 04:16:51.765854,57.36,73.44,88.07
2,3,2026-04-20 04:16:51.765854,4.14,73.44,88.07
2,4,2026-04-20 04:16:51.765854,58.48,73.44,88.07
2,1,2026-04-20 05:16:51.765854,40.19,72.66,78.81
2,2,2026-04-20 05:16:51.765854,54.41,72.66,78.81
2,3,2026-04-20 05:16:51.765854,4.55,72.66,78.81
2,4,2026-04-20 05:16:51.765854,20.98,72.66,78.81
2,1,2026-04-20 06:16:51.765854,55.63,61.03,95.32
2,2,2026-04-20 06:16:51.765854,46.47,61.03,95.32
2,3,2026-04-20 06:16:51.765854,3.65,61.03,95.32
2,4,2026-04-20 06:16:51.765854,71.32,61.03,95.32
2,1,2026-04-20 07:16:51.765854,79.59,79.56,76.99
2,2,2026-04-20 07:16:51.765854,49.94,79.56,76.99
2,3,2026-04-20 07:16:51.765854,0.11,79.56,76.99
2,4,2026-04-20 07:16:51.765854,15.69,79.56,76.99
2,1,2026-04-20 08:16:51.765854,63.94,67.22,78.26
2,2,2026-04-20 08:16:51.765854,31.95,67.22,78.26
2,3,2026-04-20 08:16:51.765854,0.21,67.22,78.26
2,4,2026-04-20 08:16:51.765854,118.62,67.22,78.26
2,1,2026-04-20 09:16:51.765854,39.22,94.73,79.86
2,2,2026-04-20 09:16:51.765854,52.79,94.73,79.86
2,3,2026-04-20 09:16:51.765854,4.99,94.73,79.86
2,4,2026-04-20 09:16:51.765854,116.76,94.73,79.86
2,1,2026-04-20 10:16:51.765854,65.29,60.75,95.83
2,2,2026-04-20 10:16:51.765854,38.22,60.75,95.83
2,3,2026-04-20 10:16:51.765854,0.31,60.75,95.83
2,4,2026-04-20 10:16:51.765854,42.3,60.75,95.83
2,1,2026-04-20 11:16:51.765854,55.71,94.09,73.14
2,2,2026-04-20 11:16:51.765854,64.57,94.09,73.14
2,3,2026-04-20 11:16:51.765854,2.43,94.09,73.14
2,4,2026-04-20 11:16:51.765854,80.76,94.09,73.14
2,1,2026-04-20 12:16:51.765854,71.55,60.08,74.27
2,2,2026-04-20 12:16:51.765854,58.49,60.08,74.27
2,3,2026-04-20 12:16:51.765854,2.49,60.08,74.27
2,4,2026-04-20 12:16:51.765854,70.05,60.08,74.27
2,1,2026-04-20 13:16:51.765854,69.54,77.3,76.51
2,2,2026-04-20 13:16:51.765854,45.76,77.3,76.51
2,3,2026-04-20 13:16:51.765854,2.46,77.3,76.51
2,4,2026-04-20 13:16:51.765854,53.88,77.3,76.51
2,1,2026-04-20 14:16:51.765854,31.8,75.22,86.09
2,2,2026-04-20 14:16:51.765854,54.1,75.22,86.09
2,3,2026-04-20 14:16:51.765854,0.83,75.22,86.09
2,4,2026-04-20 14:16:51.765854,52.91,75.22,86.09
2,1,2026-04-20 15:16:51.765854,23.74,80.93,77.71
2,2,2026-04-20 15:16:51.765854,48.27,80.93,77.71
2,3,2026-04-20 15:16:51.765854,4.83,80.93,77.71
2,4,2026-04-20 15:16:51.765854,70.3,80.93,77.71
2,1,2026-04-20 16:16:51.765854,44.37,62.04,70.39
2,2,2026-04-20 16:16:51.765854,48.68,62.04,70.39
2,3,2026-04-20 16:16:51.765854,1.36,62.04,70.39
2,4,2026-04-20 16:16:51.765854,41.85,62.04,70.39
2,1,2026-04-20 17:16:51.765854,72.65,65.69,83.48
2,2,2026-04-20 17:16:51.765854,69.38,65.69,83.48
2,3,2026-04-20 17:16:51.765854,1.7,65.69,83.48
2,4,2026-04-20 17:16:51.765854,61.11,65.69,83.48
2,1,2026-04-20 18:16:51.765854,30.89,73.61,73.31
2,2,2026-04-20 18:16:51.765854,58.18,73.61,73.31
2,3,2026-04-20 18:16:51.765854,4.58,73.61,73.31
2,4,2026-04-20 18:16:51.765854,100.92,73.61,73.31
2,1,2026-04-20 19:16:51.765854,35.65,84.18,94.77
2,2,2026-04-20 19:16:51.765854,57.96,84.18,94.77
2,3,2026-04-20 19:16:51.765854,1.36,84.18,94.77
2,4,2026-04-20 19:16:51.765854,40.36,84.18,94.77
2,1,2026-04-20 20:16:51.765854,11.3,82.15,93.48
2,2,2026-04-20 20:16:51.765854,31.24,82.15,93.48
2,3,2026-04-20 20:16:51.765854,1.32,82.15,93.48
2,4,2026-04-20 20:16:51.765854,103.39,82.15,93.48
2,1,2026-04-20 21:16:51.765854,77.26,75.85,91.3
2,2,2026-04-20 21:16:51.765854,68.25,75.85,91.3
2,3,2026-04-20 21:16:51.765854,4.61,75.85,91.3
2,4,2026-04-20 21:16:51.765854,60.99,75.85,91.3
2,1,2026-04-20 22:16:51.765854,31.08,82.21,99.67
2,2,2026-04-20 22:16:51.765854,45.54,82.21,99.67
2,3,2026-04-20 22:16:51.765854,4.46,82.21,99.67
2,4,2026-04-20 22:16:51.765854,78.46,82.21,99.67
2,1,2026-04-20 23:16:51.765854,69.58,68.26,74.14
2,2,2026-04-20 23:16:51.765854,44.25,68.26,74.14
2,3,2026-04-20 23:16:51.765854,4.88,68.26,74.14
2,4,2026-04-20 23:16:51.765854,58.02,68.26,74.14
2,1,2026-04-21 00:16:51.765854,55.21,87.75,84.05
2,2,2026-04-21 00:16:51.765854,69.88,87.75,84.05
2,3,2026-04-21 00:16:51.765854,3.99,87.75,84.05
2,4,2026-04-21 00:16:51.765854,39.19,87.75,84.05
2,1,2026-04-21 01:16:51.765854,55.87,75.35,75.19
2,2,2026-04-21 01:16:51.765854,55.23,75.35,75.19
2,3,2026-04-21 01:16:51.765854,1.58,75.35,75.19
2,4,2026-04-21 01:16:51.765854,119.07,75.35,75.19
2,1,2026-04-21 02:16:51.765854,64.36,75.58,76.99
2,2,2026-04-21 02:16:51.765854,35.62,75.58,76.99
2,3,2026-04-21 02:16:51.765854,1.23,75.58,76.99
2,4,2026-04-21 02:16:51.765854,41.37,75.58,76.99
2,1,2026-04-21 03:16:51.765854,58.92,78.91,92.71
2,2,2026-04-21 03:16:51.765854,61.53,78.91,92.71
2,3,2026-04-21 03:16:51.765854,2.68,78.91,92.71
2,4,2026-04-21 03:16:51.765854,93.09,78.91,92.71
2,1,2026-04-21 04:16:51.765854,64.17,84.03,73.47
2,2,2026-04-21 04:16:51.765854,46.25,84.03,73.47
2,3,2026-04-21 04:16:51.765854,4.24,84.03,73.47
2,4,2026-04-21 04:16:51.765854,60.29,84.03,73.47
2,1,2026-04-21 05:16:51.765854,46.63,86.93,75.53
2,2,2026-04-21 05:16:51.765854,33.84,86.93,75.53
2,3,2026-04-21 05:16:51.765854,4.17,86.93,75.53
2,4,2026-04-21 05:16:51.765854,58.33,86.93,75.53
2,1,2026-04-21 06:16:51.765854,51.32,98.55,99.49
2,2,2026-04-21 06:16:51.765854,54.59,98.55,99.49
2,3,2026-04-21 06:16:51.765854,4.41,98.55,99.49
2,4,2026-04-21 06:16:51.765854,118.94,98.55,99.49
2,1,2026-04-21 07:16:51.765854,20.76,68.43,94.62
2,2,2026-04-21 07:16:51.765854,60.18,68.43,94.62
2,3,2026-04-21 07:16:51.765854,0.12,68.43,94.62
2,4,2026-04-21 07:16:51.765854,66.94,68.43,94.62
2,1,2026-04-21 08:16:51.765854,43.96,96.97,99.11
2,2,2026-04-21 08:16:51.765854,67.17,96.97,99.11
2,3,2026-04-21 08:16:51.765854,3.69,96.97,99.11
2,4,2026-04-21 08:16:51.765854,82.5,96.97,99.11
2,1,2026-04-21 09:16:51.765854,36.49,81.51,78.4
2,2,2026-04-21 09:16:51.765854,57.81,81.51,78.4
2,3,2026-04-21 09:16:51.765854,4.91,81.51,78.4
2,4,2026-04-21 09:16:51.765854,23.53,81.51,78.4
2,1,2026-04-21 10:16:51.765854,29.68,94.15,91.97
2,2,2026-04-21 10:16:51.765854,55.46,94.15,91.97
2,3,2026-04-21 10:16:51.765854,0.73,94.15,91.97
2,4,2026-04-21 10:16:51.765854,45.25,94.15,91.97
2,1,2026-04-21 11:16:51.765854,59.19,96.47,71.43
2,2,2026-04-21 11:16:51.765854,50.86,96.47,71.43
2,3,2026-04-21 11:16:51.765854,2.9,96.47,71.43
2,4,2026-04-21 11:16:51.765854,47.99,96.47,71.43
2,1,2026-04-21 12:16:51.765854,70.95,90.24,80.34
2,2,2026-04-21 12:16:51.765854,38.73,90.24,80.34
2,3,2026-04-21 12:16:51.765854,-14.19,90.24,80.34
2,4,2026-04-21 12:16:51.765854,52.1,90.24,80.34
2,1,2026-04-21 13:16:51.765854,27.25,98.02,88.58
2,2,2026-04-21 13:16:51.765854,45.43,98.02,88.58
2,3,2026-04-21 13:16:51.765854,1.06,98.02,88.58
2,4,2026-04-21 13:16:51.765854,69.73,98.02,88.58
2,1,2026-04-21 14:16:51.765854,54.41,78.76,95.64
2,2,2026-04-21 14:16:51.765854,46.37,78.76,95.64
2,3,2026-04-21 14:16:51.765854,-12.12,78.76,95.64
2,4,2026-04-21 14:16:51.765854,36.85,78.76,95.64
2,1,2026-04-21 15:16:51.765854,78.29,74.49,80.99
2,2,2026-04-21 15:16:51.765854,31.83,74.49,80.99
2,3,2026-04-21 15:16:51.765854,0.21,74.49,80.99
2,4,2026-04-21 15:16:51.765854,93.68,74.49,80.99
2,1,2026-04-21 16:16:51.765854,72.7,82.22,75.52
2,2,2026-04-21 16:16:51.765854,52.94,82.22,75.52
2,3,2026-04-21 16:16:51.765854,1.08,82.22,75.52
2,4,2026-04-21 16:16:51.765854,104.88,82.22,75.52
2,1,2026-04-21 17:16:51.765854,73.54,77.31,97.91
2,2,2026-04-21 17:16:51.765854,35.22,77.31,97.91
2,3,2026-04-21 17:16:51.765854,1.58,77.31,97.91
2,4,2026-04-21 17:16:51.765854,83.97,77.31,97.91
2,1,2026-04-21 18:16:51.765854,42.37,85.88,93.13
2,2,2026-04-21 18:16:51.765854,30.56,85.88,93.13
2,3,2026-04-21 18:16:51.765854,4.37,85.88,93.13
2,4,2026-04-21 18:16:51.765854,81.99,85.88,93.13
2,1,2026-04-21 19:16:51.765854,27.52,96.07,96.52
2,2,2026-04-21 19:16:51.765854,31.1,96.07,96.52
2,3,2026-04-21 19:16:51.765854,4.02,96.07,96.52
2,4,2026-04-21 19:16:51.765854,87.12,96.07,96.52
2,1,2026-04-21 20:16:51.765854,40.87,86.94,78.22
2,2,2026-04-21 20:16:51.765854,47.04,86.94,78.22
2,3,2026-04-21 20:16:51.765854,-9.71,86.94,78.22
2,4,2026-04-21 20:16:51.765854,117.24,86.94,78.22
2,1,2026-04-21 21:16:51.765854,40.59,61.84,81.71
2,2,2026-04-21 21:16:51.765854,56.89,61.84,81.71
2,3,2026-04-21 21:16:51.765854,1.33,61.84,81.71
2,4,2026-04-21 21:16:51.765854,51.85,61.84,81.71
3,1,2026-04-14 21:16:51.765854,21.68,87.12,93.13
3,2,2026-04-14 21:16:51.765854,50.79,87.12,93.13
3,3,2026-04-14 21:16:51.765854,2.57,87.12,93.13
3,4,2026-04-14 21:16:51.765854,74.42,87.12,93.13
3,1,2026-04-14 22:16:51.765854,23.28,74.31,90.32
3,2,2026-04-14 22:16:51.765854,33.51,74.31,90.32
3,3,2026-04-14 22:16:51.765854,1.32,74.31,90.32
3,4,2026-04-14 22:16:51.765854,61.11,74.31,90.32
3,1,2026-04-14 23:16:51.765854,45.63,60.57,79.86
3,2,2026-04-14 23:16:51.765854,39.72,60.57,79.86
3,3,2026-04-14 23:16:51.765854,1.93,60.57,79.86
3,4,2026-04-14 23:16:51.765854,34.57,60.57,79.86
3,1,2026-04-15 00:16:51.765854,21.13,61.96,89.41
3,2,2026-04-15 00:16:51.765854,63.17,61.96,89.41
3,3,2026-04-15 00:16:51.765854,2.48,61.96,89.41
3,4,2026-04-15 00:16:51.765854,67.7,61.96,89.41
3,1,2026-04-15 01:16:51.765854,21.34,95.31,91.58
3,2,2026-04-15 01:16:51.765854,65.13,95.31,91.58
3,3,2026-04-15 01:16:51.765854,2.99,95.31,91.58
3,4,2026-04-15 01:16:51.765854,101.75,95.31,91.58
3,1,2026-04-15 02:16:51.765854,39.83,67.32,74.53
3,2,2026-04-15 02:16:51.765854,39.96,67.32,74.53
3,3,2026-04-15 02:16:51.765854,4.12,67.32,74.53
3,4,2026-04-15 02:16:51.765854,107.56,67.32,74.53
3,1,2026-04-15 03:16:51.765854,71.13,72.15,74.09
3,2,2026-04-15 03:16:51.765854,47.85,72.15,74.09
3,3,2026-04-15 03:16:51.765854,3.71,72.15,74.09
3,4,2026-04-15 03:16:51.765854,82.1,72.15,74.09
3,1,2026-04-15 04:16:51.765854,58.7,98.92,79.73
3,2,2026-04-15 04:16:51.765854,36.42,98.92,79.73
3,3,2026-04-15 04:16:51.765854,1.55,98.92,79.73
3,4,2026-04-15 04:16:51.765854,52.53,98.92,79.73
3,1,2026-04-15 05:16:51.765854,76.5,78.88,94.36
3,2,2026-04-15 05:16:51.765854,52.12,78.88,94.36
3,3,2026-04-15 05:16:51.765854,4.98,78.88,94.36
3,4,2026-04-15 05:16:51.765854,94.73,78.88,94.36
3,1,2026-04-15 06:16:51.765854,33.45,70.64,87.0
3,2,2026-04-15 06:16:51.765854,48.32,70.64,87.0
3,3,2026-04-15 06:16:51.765854,1.16,70.64,87.0
3,4,2026-04-15 06:16:51.765854,67.37,70.64,87.0
3,1,2026-04-15 07:16:51.765854,49.83,78.9,86.13
3,2,2026-04-15 07:16:51.765854,60.22,78.9,86.13
3,3,2026-04-15 07:16:51.765854,4.22,78.9,86.13
3,4,2026-04-15 07:16:51.765854,55.99,78.9,86.13
3,1,2026-04-15 08:16:51.765854,69.79,83.48,85.27
3,2,2026-04-15 08:16:51.765854,44.87,83.48,85.27
3,3,2026-04-15 08:16:51.765854,2.96,83.48,85.27
3,4,2026-04-15 08:16:51.765854,72.43,83.48,85.27
